Title,Authors,Publication Year,Total Citations,Average per Year,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
BORN TO RUN? A DNA TEST TO IDENTIFY FUTURE SPORTS STARS,"Neame, Elizabeth",2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA WORLD Common sense and antisense,"Swami, Meera",2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EVO-DEVO Development sets the limits,"Flintoft, Louisa",2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLANT DEVELOPMENT Genes turn on for a new leaf,"Muers, Mary",2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPECIATION A bumper crop for speciation genetics,"Skipper, Magdalena",2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GENOMICS Distinguishing drivers from passengers,"Swami, Meera",2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Human disease Genome-wide insights into lipid levels,"Muers, Mary",2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EVOLUTION Something new,"Casci, Tanita",2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMPRINTING Transcriptomics delivers,"Flintoft, Louisa",2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGEING A SIRTain role in ageing,"Neame, Elizabeth",2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Untitled,[Anonymous],2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Human genomics Towards an individual view,"Flintoft, Louisa",2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TECHNOLOGY Computing in a cell,"Swami, Meera",2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA WORLD Antisense transcripts get involved,"Muers, Mary",2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STATISTICAL GENETICS Fitting phenotypes,"Casci, Tanita",2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNA SPLICING Counting, coordinating and controlling the alternatives","Muers, Mary",2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GENOME EVOLUTION CNV evolution revisited,"Casci, Tanita",2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cis dominates but trans is dominant,"Goymer, Patrick",2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLANT GENETICS Rice stands up,"Gunter, Chris",2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X INACTIVATION Pluripotency factors flick the switch,"Muers, Mary",2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GENE EXPRESSION Coming in waves,"Kritikou, Ekat",2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANIMAL MODELS Modifying MeCP2,"Swami, Meera",2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Which differences make us different?,"Muers, Mary",2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Towards a full picture of genomic variation,"Skipper, Magdalena",2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genetic geography,"Goymer, Patrick",2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
There's nothing abnormal about chimeric RNA,"Goymer, Patrick",2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
More than one way...,"McCarthy, Nicola",2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sequence-guided entry for MSL,"Muers, Mary",2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Untitled,[Anonymous],2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microbial genomics - Sequencing gets a handle on pathogen variation,"Flintoft, Louisa",2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MicroRNAS - Making a big impression on the proteome,"Neame, Elizabeth",2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Human disease: Chipping away at psychiatric disorders,"Gunter, Chris",2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Evolutionary genomics - Our Neanderthal cousins,"Goymer, Patrick",2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Network biology - Why do we need hubs?,"Goymer, Patrick",2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Development - Ticking off new segments,"Casci, Tanita",2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Small RNAs - Roundworm joins the piRNA club,"Heinrichs, Arianne",2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comparative genomics - Lining up is hard to do,"Casci, Tanita",2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genomics - Chordate origins,"Goymer, Patrick",2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Human disease - Keeping risk in the family,"Goymer, Patrick",2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Untitled,[Anonymous],2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene expression - Inequalities among cells,"Casci, Tanita",2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cancer genetics - Looking at the big picture,"Goymer, Patrick",2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Development - How deep are your cells?,"Neame, Elizabeth",2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Computational biology - Assessing true homology,"Casci, Tanita",2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Development - Homeobox kick-off for Arabidopsis body plan,"Flintoft, Louisa",2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global challenges - One gene, lots of rice","Goymer, Patrick",2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genomics - Annotating with proteomes,"Goymer, Patrick",2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
An interview with ... Cliff Tabin,"Tabin, Cliff",2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Evolution - A gene is born,"Casci, Tanita",2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene regulation - Opening promoters to flexible expression,"Casci, Tanita",2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genomics - Top billing for platypus genome,"Flintoft, Louisa",2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
An interview with ... Philip Beachy,"Goymer, Patrick; Beachy, Philip; Tabin, Clifford",2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Human disease - Rare but rich pickings,"Casci, Tanita",2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Complex traits - A wider view of networks,"Casci, Tanita",2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene regulation - Repositioning tunes expression,"Flintoft, Louisa",2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Epigenetics - Pioneering the path from methylation to transcription,"Goymer, Patrick",2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethics watch - LCN DNA: Proof beyond reasonable doubt?,"McCartney, Carole",2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Evolution - Scrutinizing mammalian reproductive inventions,"Skipper, Magdalena",2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Human disease - A two-pronged model of polyglutamine disease,"Skipper, Magdalena",2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lifting the smoke screen,"Skipper, Magdalena",2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene expression - Of ChIPs and flies,"Skipper, Magdalena",2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Evolution - Arabidopsis' hidden potential,"Casci, Tanita",2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Human genetics - Not-so-identical twins,"Skipper, Magdalena",2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Epigenetics - DNA methylation gets dynamic,"Flintoft, Louisa",2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Population genetics - Rich pastures for cattle genomics,"Casci, Tanita",2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Human disease - Rare disease mapped from just three cases,"Flintoft, Louisa",2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stem cells - MicroRNAs promote differentiation,"Goymer, Patrick",2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene expression - Transcription at the edge,"Kritikou, Ekat",2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technology - Rebuilding a life from scratch,"Casci, Tanita",2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technology - Colour-changing worms,"Blewett, Anne",2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EVO-DEVO - Preparing for take off,"Casci, Tanita",2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microbial evolution - Selection always hits the bullseye,"Goymer, Patrick",2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genomics - Danger! Uncertain alignments!,"Flintoft, Louisa",2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Human genomics - The finer points of human recombination,"Flintoft, Louisa",2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene expression - Decoding translation,"Goymer, Patrick",2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Development - DV patterning in time and AP space,"Skipper, Magdalena",2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Human disease - DNA replication, for a change","Casci, Tanita",2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X inactivation - Sensing double,"Casci, Tanita",2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Population genetics - Worm strains mix but don't match,"Casci, Tanita",2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stem cells - Safeguarding pluripotency,"Flintoft, Louisa",2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chromatin - CENP-B-mediated genome-wide surveillance,"Skipper, Magdalena",2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Epigenetics - Silence of the nucleosomes,"Goymer, Patrick",2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gene regulation - One cell, one smell","Casci, Tanita",2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene expression - One allele or two?,"Skipper, Magdalena",2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA world - A radical rearrangement,"Flintoft, Louisa",2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Imprinting - Human genome gets full marks,"Casci, Tanita",2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ageing - The ups and downs of ageing,"Flintoft, Louisa",2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All change in the stem-cell field,"Skipper, Magdalena",2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genomics - Genomics on the fly,[Anonymous],2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technology new front-end for high-throughput resequencing,"Skipper, Magdalena",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Proteins in profile,"Casci, Tanita",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Horizontal gene transfer - Unclonable, that's what you are!","Jones, Susan",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neanderthals help to tell our story,"Patis, Carrie",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Combing the genome for cancer genes,"Goymer, Patrick",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reply: On the value of haplotype-based genotype-phenotype analysis and on data transformation in pharmacogenetics and -genomics,"Balding, David J.",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Untitled,[Anonymous],2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Association studies - Dog genes mapped at a SNP,"Casci, Tanita",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chromatin - Remodellers are more than just muscle,"Flintoft, Louisa",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Epistasis on the double,"Casci, Tanita",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genomics - HapMap phase II unveiled,"Skipper, Magdalena",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reply to: Mutation rate variation in eukaryotes: evolutionary implications of site-specific mechanisms,"Baer, Charles F.; Miyamoto, Michael M.; Denver, Dee R.",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Development - Mutual collaboration,"Patis, Carrie",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
From the editors,[Anonymous],2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Differentiating the core machinery,"Flintoft, Louisa",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MicroRNAs create major divisions in embryogenesis,"Casci, Tanita",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
An innovative look at duplication,"Flintoft, Louisa",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The pros and cons of being different,"Goymer, Patrick",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A lateral take on eukaryotic inheritance,"Casci, Tanita",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mitochondrial variation linked to type 2 diabetes,"Skipper, Magdalena",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genomic instability links diet to cancer,"Patis, Carrie",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mapping with expression,"Packer, Alan",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Untitled,[Anonymous],2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA world - let-7 nips translation in the bud,"Patis, Carrie",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Developmental biology - Bicoid gradient tried and tested,"Heinrichs, Arianne",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plant genomics - Variation patterns,"Pentimalli, Francesca",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Evolution - How small change makes a big difference,"Flintoft, Louisa",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genes know their left from their right,"Goymer, Patrick",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chromosome biology - Damage takes control,"Skipper, Magdalena",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inside tubes,"Casci, Tanita",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technology - (Truly) on and off at the flick of a switch,"Pentimalli, Francesca",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Human genetics - Genome-wide association for HIV,"Goymer, Patrick",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technology - On the trail of transcription factors,"Pentimalli, Francesca",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genetics,[Anonymous],2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PGCs' epigenetic travelogue,"Skipper, Magdalena",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Introducing the mirtron,[Anonymous],2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cell-shape networks get a screening,"Flintoft, Louisa",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spotting variation from expression profiles,"Flintoft, Louisa",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spotting variation from expression profiles,"Flintoft, Louisa",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A blast of HOTAIR silences distant chromatin,"Pentimalli, Francesca",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Untitled,[Anonymous],2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Epigenetics - Mapping the methylome without chips,"Goymer, Patrick",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finding needles in a haystack,"Seton-Rogers, Sarah",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transcriptomics - Illuminating the dark matter of the genome,"Skipper, Magdalena",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sociogenetics - Cheating gets you nowhere,"Goymer, Patrick",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Evolution - Interacting genes are more evolvable,"Goymer, Patrick",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genomics - Resourcing the genome,"Skipper, Magdalena",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X inactivation - A time and a place to stay silent,"Flintoft, Louisa",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disease genetics - Onwards and upwards for genome-wide association studies,"Flintoft, Louisa",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chromosome biology - Helping homologues to find their partners,"Pentimalli, Francesca",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MicroRNAs: unicellular organisms also have their share,"Pentimalli, Francesca",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Protein rescue to treat genetic disorders,"Crunkhorn, Sarah",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The first marsupial genome sequence,"Patis, Carrie",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The generation switch,"Skipper, Magdalena",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Obesity allele makes a big difference,"Goymer, Patrick",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Absent mutations make their presence felt,"Flintoft, Louisa",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
An interview with Anne McLaren,"McLaren, Anne",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
From the editors,[Anonymous],2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Epigenetics - Transcriptional memory remodelled,"Flintoft, Louisa",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Evolution - Colour vision for mice,"Goymer, Patrick",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technology - Driving out insect-borne pathogens,"Flintoft, Louisa",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Circadian genetics - Setting the pace: three's company,"Pentimalli, Francesca",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA world - Dicer in the mammalian female germ line,"Patis, Carrie",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genome evolution - How old are Hox genes?,"Goymer, Patrick",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A not-so-passive spliceosome,"Skipper, Magdalena",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
An interview with ... Janet Rossant,"Skipper, Magdalena; Rossant, Janet",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loss-of-function genetic diseases and the concept of pharmaceutical targets - Reply,"Brinkmann, Ryan R.; Dube, Marie-Pierre; Rouleau, Guy A.; Orr, Andrew C.; Samuels, Mark E.",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Evolution - Duplicates provide only limited cover,"Flintoft, Louisa",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loss-of-function genetic diseases and the concept of pharmaceutical targets,"Segalat, L.",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cancer genetics - Micro enhancement,"Skipper, Magdalena",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene expression - A not-so-passive spliceosome,"Skipper, Magdalena",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Untitled,[Anonymous],2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neurogenetics,"Skipper, Magdalena",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Epigenetics - An eXpanding view of DNA methylation,"Flintoft, Louisa",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Development: Chipping away at developmental networks,"Skipper, Magdalena",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disease genetics - Global association study targets type 2 diabetes,"Patis, Carrie",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cancer genomics: Beyond the usual suspects,"Pentimalli, Francesca",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reply: Bridging the regeneration gap: insights from echinoderm models,"Alvarado, Alejandro Sanchez",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Untitled,[Anonymous],2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Central government versus local control,"Flintoft, Louisa",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aneuploidy throws up a surprise,"Skipper, Magdalena",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transcription and translation get together,"Pentimalli, Francesca",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Minor RNA takes on major DNA,"Goymer, Patrick",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'Paternal' guidance,"Pentimalli, Francesca",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Different means of the same end,"Goymer, Patrick",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New screening method boosts IVF success,"Flintoft, Louisa",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Translation makes a difference,"Flintoft, Louisa",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The genetic code sees off rivals,"Goymer, Patrick",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
From genetic interactions to pathway architecture,"Skipper, Magdalena",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holliday junctions - seeing single,"Skipper, Magdalena",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsatellite markers for genome-wide association studies,"Bahram, Seiamak; Inoko, Hidetoshi",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Developmental networks in time and space,"Flintoft, Louisa",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Early signs of trouble ahead,"Flintoft, Louisa",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Making the mouse more human,"Flintoft, Louisa",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Longevity allele keeps you thinking,"Goymer, Patrick",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benefits of noise,"Skipper, Magdalena",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
From the editors,[Anonymous],2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Development - It takes a lot to make the segmentation clock tick,"Goymer, Patrick",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA world - Haploids and diploids make no sense of each other,"Goymer, Patrick",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unleashing regenerative potential,"Pentimalli, Francesca",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pathogen genomics - Parasite diversity promises malaria secrets,"Flintoft, Louisa",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse genomics - Crossing the map,"Bangham, Jenny",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Telomeres are double trouble,"Goymer, Patrick",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Evolution - The first Dobzhansky-Muller pair,[Anonymous],2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNA repair - Dedicated protection for the female germ line,"Skipper, Magdalena",2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Epigenetics - An epigenetic cause of adaptive variation,"Skipper, Magdalena",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genomics - Sweet sequencing rewards,"Bangham, Jenny",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene therapy - Getting into mitochondria,"Flintoft, Louisa",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
