Title,Authors,Corporate Authors,Editors,Book Editors,Source Title,Publication Date,Publication Year,Volume,Issue,Beginning Page,Ending Page,Article Number,DOI,Total Citations,Average per Year,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Polymorphisms in FKBP5 are associated with increased recurrence of depressive episodes and rapid response to antidepressant treatment,"Binder, EB; Salyakina, D; Lichtner, P; Wochnik, GM; Ising, M; Putz, B; Papiol, S; Seaman, S; Lucae, S; Kohli, MA; Nickel, T; Kunzel, HE; Fuchs, B; Majer, M; Pfennig, A; Kern, N; Brunner, J; Modell, S; Baghai, T; Deiml, T; Zill, P; Bondy, B; Rupprecht, R; Messer, T; Kohnlein, O; Dabitz, H; Bruckl, T; Muller, N; Pfister, H; Lieb, R; Mueller, JC; Lohmussaar, E; Strom, TM; Bettecken, T; Meitinger, T; Uhr, M; Rein, T; Holsboer, F; Muller-Myhsok, B",,,,NATURE GENETICS,Dec-04,2004,36,12,1319,1325,,10.1038/ng1479,595,37.19,0,0,0,0,0,0,0,1,13,27,28,39,45,42,59,46,42,52,42,51,42
Nrl is required for rod photoreceptor development,"Mears, AJ; Kondo, M; Swain, PK; Takada, Y; Bush, RA; Saunders, TL; Sieving, PA; Swaroop, A",,,,NATURE GENETICS,Dec-01,2001,29,4,447,452,,10.1038/ng774,595,31.32,0,0,0,0,0,13,18,34,34,35,40,36,27,53,37,32,32,42,39,44,34
Genome-wide association study in a Chinese Han population identifies nine new susceptibility loci for systemic lupus erythematosus,"Han, Jian-Wen; Zheng, Hou-Feng; Cui, Yong; Sun, Liang-Dan; Ye, Dong-Qing; Hu, Zhi; Xu, Jin-Hua; Cai, Zhi-Ming; Huang, Wei; Zhao, Guo-Ping; Xie, Hong-Fu; Fang, Hong; Lu, Qian-Jin; Xu, Jian-Hua; Li, Xiang-Pei; Pan, Yun-Feng; Deng, Dan-Qi; Zeng, Fan-Qin; Ye, Zhi-Zhong; Zhang, Xiao-Yan; Wang, Qing-Wen; Hao, Fei; Ma, Li; Zuo, Xian-Bo; Zhou, Fu-Sheng; Du, Wen-Hui; Cheng, Yi-Lin; Yang, Jian-Qiang; Shen, Song-Ke; Li, Jian; Sheng, Yu-Jun; Zuo, Xiao-Xia; Zhu, Wei-Fang; Gao, Fei; Zhang, Pei-Lian; Guo, Qing; Li, Bo; Gao, Min; Xiao, Feng-Li; Quan, Cheng; Zhang, Chi; Zhang, Zheng; Zhu, Kun-Ju; Li, Yang; Hu, Da-Yan; Lu, Wen-Sheng; Huang, Jian-Lin; Liu, Sheng-Xiu; Li, Hui; Ren, Yun-Qing; Wang, Zai-Xing; Yang, Chun-Jun; Wang, Pei-Guang; Zhou, Wen-Ming; Lv, Yong-Mei; Zhang, An-Ping; Zhang, Sheng-Quan; Lin, Da; Li, Yi; Low, Hui Qi; Shen, Min; Zhai, Zhi-Fang; Wang, Ying; Zhang, Feng-Yu; Yang, Sen; Liu, Jian-Jun; Zhang, Xue-Jun",,,,NATURE GENETICS,Nov-09,2009,41,11,1234,U98,,10.1038/ng.472,594,54,0,0,0,0,0,0,0,0,0,0,0,0,0,32,73,77,84,53,69,59,64
Recombinational DNA double-strand breaks in mice precede synapsis,"Mahadevaiah, SK; Turner, JMA; Baudat, F; Rogakou, EP; de Boer, P; Blanco-Rodriguez, J; Jasin, M; Keeney, S; Bonner, WM; Burgoyne, PS",,,,NATURE GENETICS,Mar-01,2001,27,3,271,276,,10.1038/85830,594,31.26,0,0,0,0,10,21,46,46,46,34,48,24,39,36,41,25,31,29,25,29,26
Mutation in hepatocyte nuclear factor-1 beta gene (TCF2) associated with MODY,"Horikawa, Y; Iwasaki, N; Hara, M; Furuta, H; Hinokio, Y; Cockburn, BN; Lindner, T; Yamagata, K; Ogata, M; Tomonaga, O; Kuroki, H; Kasahara, T; Iwamoto, Y; Bell, GI",,,,NATURE GENETICS,Dec-97,1997,17,4,384,385,,10.1038/ng1297-384,593,25.78,0,19,38,52,55,44,25,30,26,23,31,23,27,24,19,20,19,24,26,13,26
Integrative genome analyses identify key somatic driver mutations of small-cell lung cancer,"Peifer, Martin; Fernandez-Cuesta, Lynnette; Sos, Martin L.; George, Julie; Seidel, Danila; Kasper, Lawryn H.; Plenker, Dennis; Leenders, Frauke; Sun, Ruping; Zander, Thomas; Menon, Roopika; Koker, Mirjam; Dahmen, Ilona; Mueller, Christian; Di Cerbo, Vincenzo; Schildhaus, Hans-Ulrich; Altmueller, Janine; Baessmann, Ingelore; Becker, Christian; de Wilde, Bram; Vandesompele, Jo; Boehm, Diana; Ansen, Sascha; Gabler, Franziska; Wilkening, Ines; Heynck, Stefanie; Heuckmann, Johannes M.; Lu, Xin; Carter, Scott L.; Cibulskis, Kristian; Banerji, Shantanu; Getz, Gad; Park, Kwon-Sik; Rauh, Daniel; Gruetter, Christian; Fischer, Matthias; Pasqualucci, Laura; Wright, Gavin; Wainer, Zoe; Russell, Prudence; Petersen, Iver; Chen, Yuan; Stoelben, Erich; Ludwig, Corinna; Schnabel, Philipp; Hoffmann, Hans; Muley, Thomas; Brockmann, Michael; Engel-Riedel, Walburga; Muscarella, Lucia A.; Fazio, Vito M.; Groen, Harry; Timens, Wim; Sietsma, Hannie; Thunnissen, Erik; Smit, Egbert; Heideman, Danielle A. M.; Snijders, Peter J. F.; Cappuzzo, Federico; Ligorio, Claudia; Damiani, Stefania; Field, John; Solberg, Steinar; Brustugun, Odd Terje; Lund-Iversen, Marius; Saenger, Joerg; Clement, Joachim H.; Soltermann, Alex; Moch, Holger; Weder, Walter; Solomon, Benjamin; Soria, Jean-Charles; Validire, Pierre; Besse, Benjamin; Brambilla, Elisabeth; Brambilla, Christian; Lantuejoul, Sylvie; Lorimier, Philippe; Schneider, Peter M.; Hallek, Michael; Pao, William; Meyerson, Matthew; Sage, Julien; Shendure, Jay; Schneider, Robert; Buettner, Reinhard; Wolf, Juergen; Nuernberg, Peter; Perner, Sven; Heukamp, Lukas C.; Brindle, Paul K.; Haas, Stefan; Thomas, Roman K.",,,,NATURE GENETICS,Oct-12,2012,44,10,1104,+,,10.1038/ng.2396,591,73.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,62,91,99,104,96
Activation of the AXL kinase causes resistance to EGFR-targeted therapy in lung cancer,"Zhang, Zhenfeng; Lee, Jae Cheol; Lin, Luping; Olivas, Victor; Au, Valerie; LaFramboise, Thomas; Abdel-Rahman, Mohamed; Wang, Xiaoqi; Levine, Alan D.; Rho, Jin Kyung; Choi, Yun Jung; Choi, Chang-Min; Kim, Sang-We; Jang, Se Jin; Park, Young Soo; Kim, Woo Sung; Lee, Dae Ho; Lee, Jung-Shin; Miller, Vincent A.; Arcila, Maria; Ladanyi, Marc; Moonsamy, Philicia; Sawyers, Charles; Boggon, Titus J.; Ma, Patrick C.; Costa, Carlota; Taron, Miquel; Rosell, Rafael; Halmos, Balazs; Bivona, Trever G.",,,,NATURE GENETICS,Aug-12,2012,44,8,852,+,,10.1038/ng.2330,591,73.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,65,87,97,105,106
The Genetic Association Database,"Becker, KG; Barnes, KC; Bright, TJ; Wang, SA",,,,NATURE GENETICS,May-04,2004,36,5,431,432,,10.1038/ng0504-431,588,36.75,0,0,0,0,0,0,0,6,8,12,20,18,41,36,39,43,50,65,83,54,48
Exome sequencing identifies recurrent somatic RAC1 mutations in melanoma,"Krauthammer, Michael; Kong, Yong; Ha, Byung Hak; Evans, Perry; Bacchiocchi, Antonella; McCusker, James P.; Cheng, Elaine; Davis, Matthew J.; Goh, Gerald; Choi, Murim; Ariyan, Stephan; Narayan, Deepak; Dutton-Regester, Ken; Capatana, Ana; Holman, Edna C.; Bosenberg, Marcus; Sznol, Mario; Kluger, Harriet M.; Brash, Douglas E.; Stern, David F.; Materin, Miguel A.; Lo, Roger S.; Mane, Shrikant; Ma, Shuangge; Kidd, Kenneth K.; Hayward, Nicholas K.; Lifton, Richard P.; Schlessinger, Joseph; Boggon, Titus J.; Halaban, Ruth",,,,NATURE GENETICS,Sep-12,2012,44,9,1006,+,,10.1038/ng.2359,587,73.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,82,98,94,109,91
Integrative molecular concept modeling of prostate cancer progression,"Tomlins, Scott A.; Mehra, Rohit; Rhodes, Daniel R.; Cao, Xuhong; Wang, Lei; Dhanasekaran, Saravana M.; Kalyana-Sundaram, Shanker; Wei, John T.; Rubin, Mark A.; Pienta, Kenneth J.; Shah, Rajal B.; Chinnaiyan, Arul M.",,,,NATURE GENETICS,Jan-07,2007,39,1,41,51,,10.1038/ng1935,586,45.08,0,0,0,0,0,0,0,0,0,0,21,61,57,45,44,58,48,42,60,46,45
An atlas of genetic correlations across human diseases and traits,"Bulik-Sullivan, Brendan; Finucane, Hilary K.; Anttila, Verneri; Gusev, Alexander; Day, Felix R.; Loh, Po-Ru; Duncan, Laramie; Perry, John R. B.; Patterson, Nick; Robinson, Elise B.; Daly, Mark J.; Price, Alkes L.; Neale, Benjamin M.",ReproGen Consortium; Psychiat Genomics Consortium; Genetic Consortium Anorexia Nervos,,,NATURE GENETICS,Nov-15,2015,47,11,1236,+,,10.1038/ng.3406,585,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,76,159
A rice quantitative trait locus for salt tolerance encodes a sodium transporter,"Ren, ZH; Gao, JP; Li, LG; Cai, XL; Huang, W; Chao, DY; Zhu, MZ; Wang, ZY; Luan, S; Lin, HX",,,,NATURE GENETICS,Oct-05,2005,37,10,1141,1146,,10.1038/ng1643,585,39,0,0,0,0,0,0,0,0,2,18,41,36,32,36,42,36,39,47,48,48,53
A complementary transposon tool kit for Drosophila melanogaster using P and piggyBac,"Thibault, ST; Singer, MA; Miyazaki, WY; Milash, B; Dompe, NA; Singh, CM; Buchholz, R; Demsky, M; Fawcett, R; Francis-Lang, HL; Ryner, L; Cheung, LM; Chong, A; Erickson, C; Fisher, WW; Greer, K; Hartouni, SR; Howie, E; Jakkula, L; Joo, D; Killpack, K; Laufer, A; Mazzotta, J; Smith, RD; Stevens, LM; Stuber, C; Tan, LR; Ventura, R; Woo, A; Zakrajsek, I; Zhao, L; Chen, F; Swimmer, C; Kopczynski, C; Duyk, G; Winberg, ML; Margolis, J",,,,NATURE GENETICS,Mar-04,2004,36,3,283,287,,10.1038/ng1314,585,36.56,0,0,0,0,0,0,0,11,26,30,52,43,54,53,53,55,39,42,39,24,29
Functional SNPs in the lymphotoxin-alpha gene that are associated with susceptibility to myocardial infarction,"Ozaki, K; Ohnishi, Y; Iida, A; Sekine, A; Yamada, R; Tsunoda, T; Sato, H; Sato, H; Hori, M; Nakamura, Y; Tanaka, T",,,,NATURE GENETICS,Dec-02,2002,32,4,650,654,,10.1038/ng1047,585,32.5,0,0,0,0,0,0,32,54,73,63,76,62,49,32,30,22,25,13,14,13,8
Regulation of the Caenorhabditis elegans longevity protein DAF-16 by insulin/IGF-1 and germline signaling,"Lin, K; Hsin, H; Libina, N; Kenyon, C",,,,NATURE GENETICS,Jun-01,2001,28,2,139,145,,10.1038/88850,585,30.79,0,0,0,0,8,20,23,20,26,34,34,38,30,33,39,39,53,34,35,31,47
Obesity resistance and multiple mechanisms of triglyceride synthesis in mice lacking Dgat,"Smith, SJ; Cases, S; Jensen, DR; Chen, HC; Sande, E; Tow, B; Sanan, DA; Raber, J; Eckel, RH; Farese, RV",,,,NATURE GENETICS,May-00,2000,25,1,87,90,,10.1038/75651,585,29.25,0,0,0,5,19,30,25,41,28,30,34,29,34,38,44,38,30,35,30,25,28
Loss-of-function mutations in the gene encoding filaggrin cause ichthyosis vulgaris,"Smith, FJD; Irvine, AD; Terron-Kwiatkowski, A; Sandilands, A; Campbell, LE; Zhao, YW; Liao, HH; Evans, AT; Goudie, DR; Lewis-Jones, S; Arseculeratne, G; Munro, CS; Sergeant, A; O'Regan, G; Bale, SJ; Compton, JG; DiGiovanna, JJ; Presland, RB; Fleckman, P; McLean, WHI",,,,NATURE GENETICS,Mar-06,2006,38,3,337,342,,10.1038/ng1743,584,41.71,0,0,0,0,0,0,0,0,0,16,43,54,64,54,63,45,45,43,38,45,31
Pseudoautosomal deletions encompassing a novel homeobox gene cause growth failure in idiopathic short stature and Turner syndrome,"Rao, E; Weiss, B; Fukami, M; Rump, A; Niesler, B; Mertz, A; Muroya, K; Binder, G; Kirsch, S; Winkelmann, M; Nordsiek, G; Heinrich, U; Breuning, MH; Ranke, MB; Rosenthal, A; Ogata, T; Rappold, GA",,,,NATURE GENETICS,May-97,1997,16,1,54,63,,10.1038/ng0597-54,583,25.35,10,26,26,41,37,34,34,28,23,23,31,26,26,28,27,24,25,22,22,25,14
HLA-B(star)5701 genotype is a major determinant of drug-induced liver injury due to flucloxacillin,"Daly, Ann K.; Donaldson, Peter T.; Bhatnagar, Pallav; Shen, Yufeng; Pe'er, Itsik; Floratos, Aris; Daly, Mark J.; Goldstein, David B.; John, Sally; Nelson, Matthew R.; Graham, Julia; Park, B. Kevin; Dillon, John F.; Bernal, William; Cordell, Heather J.; Pirmohamed, Munir; Aithal, Guruprasad P.; Day, Christopher P.",DILIGEN Study; Int SAE Consortium,,,NATURE GENETICS,Jul-09,2009,41,7,816,U71,,10.1038/ng.379,582,52.91,0,0,0,0,0,0,0,0,0,0,0,0,9,62,68,72,69,58,64,46,71
A signature of chromosomal instability inferred from gene expression profiles predicts clinical outcome in multiple human cancers,"Carter, Scott L.; Eklund, Aron C.; Kohane, Isaac S.; Harris, Lyndsay N.; Szallasi, Zoltan",,,,NATURE GENETICS,Sep-06,2006,38,9,1043,1048,,10.1038/ng1861,582,41.57,0,0,0,0,0,0,0,0,0,1,22,34,35,46,46,43,62,52,51,58,55
Huntingtin interacts with REST/NRSF to modulate the transcription of NRSE-controlled neuronal genes,"Zuccato, C; Tartari, M; Crotti, A; Goffredo, D; Valenza, M; Conti, L; Cataudella, T; Leavitt, BR; Hayden, MR; Timmusk, T; Rigamonti, D; Cattaneo, E",,,,NATURE GENETICS,Sep-03,2003,35,1,76,83,,10.1038/ng1219,582,34.24,0,0,0,0,0,0,3,27,32,46,37,45,37,42,45,47,41,40,44,25,37
Mutations in RAB27A cause Griscelli syndrome associated with haemophagocytic syndrome,"Menasche, G; Pastural, E; Feldmann, J; Certain, S; Ersoy, F; Dupuis, S; Wulffraat, N; Bianchi, D; Fischer, A; Le Deist, F; de Saint Basile, G",,,,NATURE GENETICS,Jun-00,2000,25,2,173,176,,10.1038/76024,582,29.1,0,0,0,4,26,53,34,34,29,34,38,38,33,27,29,30,39,27,28,22,23
The BCL-6 proto-oncogene controls germinal-centre formation and Th2-type inflammation,"Ye, BH; Cattoretti, G; Shen, QO; Zhang, JD; Hawe, N; deWaard, R; Leung, C; NouriShirazi, M; Orazi, A; Chaganti, RSK; Rothman, P; Stall, AM; Pandolfi, PP; DallaFavera, R",,,,NATURE GENETICS,Jun-97,1997,16,2,161,170,,10.1038/ng0697-161,582,25.3,2,25,29,36,28,46,27,22,36,29,31,25,25,28,29,39,18,32,15,20,12
Essential role of Plzf in maintenance of spermatogonial stem cells,"Costoya, JA; Hobbs, RM; Barna, M; Cattoretti, G; Manova, K; Sukhwani, M; Orwig, KE; Wolgemuth, DJ; Pandolfi, PP",,,,NATURE GENETICS,Jun-04,2004,36,6,653,659,,10.1038/ng1367,581,36.31,0,0,0,0,0,0,0,5,13,30,29,36,41,45,31,43,50,43,52,50,51
Variation is the spice of life,"Kruglyak, L; Nickerson, DA",,,,NATURE GENETICS,Mar-01,2001,27,3,234,236,,10.1038/85776,580,30.53,0,0,0,0,9,30,28,52,72,58,66,53,47,36,25,25,18,20,14,9,9
Analysis of human transcriptomes,"Velculescu, VE; Madden, SL; Zhang, L; Lash, AE; Yu, J; Rago, C; Lal, A; Wang, CJ; Beaudry, GA; Ciriello, KM; Cook, BP; Dufault, MR; Ferguson, AT; Gao, YH; He, TC; Hermeking, H; Hiraldo, SK; Hwang, PM; Lopez, MA; Luderer, HF; Mathews, B; Petroziello, JM; Polyak, K; Zawel, L; Zhang, W; Zhang, XM; Zhou, W; Haluska, FG; Jen, J; Sukumar, S; Landes, GM; Riggins, GJ; Vogelstein, B; Kinzler, KW",,,,NATURE GENETICS,Dec-99,1999,23,4,387,388,,10.1038/70487,580,27.62,0,0,1,33,55,43,45,45,48,45,35,35,36,18,21,24,24,15,17,19,8
"The Collaborative Cross, a community resource for the genetic analysis of complex traits","Churchill, G; Airey, DC; Allayee, H; Angel, JM; Attie, AD; Beatty, J; Beavis, WD; Belknap, JK; Bennett, B; Berrettini, W; Bleich, A; Bogue, M; Broman, KW; Buck, KJ; Buckler, E; Burmeister, M; Chesler, EJ; Cheverud, JM; Clapcote, S; Cook, MN; Cox, RD; Crabbe, JC; Crusio, WE; Darvasi, A; Deschnepper, CF; Doerge, RW; Farber, CR; Forejt, J; Gaile, D; Garlow, SJ; Geiger, H; Gershenfeld, H; Gordon, T; Gu, J; Gu, WK; de Haan, G; Hayes, NL; Heller, C; Himmelbauer, H; Hitzemann, R; Hunter, K; Hsu, HC; Iraqi, FA; Ivandic, B; Jacob, HJ; Jansen, RC; Jjepsen, KJ; Johnson, DK; Johnson, TE; Kempermann, G; Kendziorski, C; Kotb, M; Kooy, RF; Llamas, B; Lammert, F; Lassalle, JM; Lowenstein, PR; Lu, L; Lusiss, A; Manly, KF; Marcucio, R; Matthews, D; Medrano, JF; Miller, DR; Mittleman, G; Mock, BA; Mogil, JS; Montagutelli, X; Morahan, G; Morris, DG; Mott, R; Nadeau, JH; Nagase, H; Nowakowski, RS; O'Hara, BF; Osadchuk, AV; Page, GP; Paigen, B; Paigen, K; Palmer, AA; Pan, HJ; Peltonen-Palotie, L; Peirce, J; Pomp, D; Pravenec, M; Prows, DR; Qi, ZH; Reeves, RH; Roder, J; Rosen, GD; Schadt, EE; Schalkwyk, LC; Seltzer, Z; Shimomura, K; Shou, SM; Sillanpaa, MJ; Siracusa, LD; Snoeck, HW; Spearow, JL; Svenson, K; Tarantino, LM; Threadgill, D; Toth, LA; Valdar, W; de Villena, FPM; Warden, C; Whatley, S; Williams, RW; Wiltshire, T; Yi, NJ; Zhang, DB; Zhang, M; Zou, F",Complex Trait Consortium,,,NATURE GENETICS,Nov-04,2004,36,11,1133,1137,,10.1038/ng1104-1133,579,36.19,0,0,0,0,0,0,0,0,25,22,38,36,34,40,51,56,32,43,45,34,47
X-linked dyskeratosis congenita is caused by mutations in a highly conserved gene with putative nucleolar functions,"Heiss, NS; Knight, SW; Vulliamy, TJ; Klauck, SM; Wiemann, S; Mason, PJ; Poustka, A; Dokal, I",,,,NATURE GENETICS,May-98,1998,19,1,32,38,,10.1038/ng0598-32,579,26.32,0,6,32,22,17,13,25,25,26,31,31,37,36,29,35,25,26,39,24,35,29
A naturally occurring epigenetic mutation in a gene encoding an SBP-box transcription factor inhibits tomato fruit ripening,"Manning, Kenneth; Tor, Mahmut; Poole, Mervin; Hong, Yiguo; Thompson, Andrew J.; King, Graham J.; Giovannoni, James J.; Seymour, Graham B.",,,,NATURE GENETICS,Aug-06,2006,38,8,948,952,,10.1038/ng1841,578,41.29,0,0,0,0,0,0,0,0,0,0,12,25,28,26,38,48,54,62,58,64,59
"PALB2, which encodes a BRCA2-interacting protein, is a breast cancer susceptibility gene","Rahman, Nazneen; Seal, Sheila; Thompson, Deborah; Kelly, Patrick; Renwick, Anthony; Elliott, Anna; Reid, Sarah; Spanova, Katarina; Barfoot, Rita; Chagtai, Tasnim; Jayatilake, Hiran; McGuffog, Lesley; Hanks, Sandra; Evans, D. Gareth; Eccles, Diana; Easton, Douglas F.; Stratton, Michael R.",Breast Canc Susceptibility Collabo,,,NATURE GENETICS,Feb-07,2007,39,2,165,167,,10.1038/ng1959,577,44.38,0,0,0,0,0,0,0,0,0,0,28,47,54,62,47,51,60,50,61,36,39
"Tsix, a gene antisense to Xist at the X-inactivation centre","Lee, JT; Davidow, LS; Warshawsky, D",,,,NATURE GENETICS,Apr-99,1999,21,4,400,404,,10.1038/7734,575,27.38,0,0,14,26,30,41,33,25,29,32,25,26,27,21,45,35,30,34,31,28,23
Mutations in the hminK gene cause long QT syndrome and suppress I-Ks function,"Splawski, I; TristaniFirouzi, M; Lehmann, MH; Sanguinetti, MC; Keating, MT",,,,NATURE GENETICS,Nov-97,1997,17,3,338,340,,10.1038/ng1197-338,575,25,0,31,51,61,41,39,39,32,29,38,26,25,24,27,18,12,13,13,12,14,14
The gene TFR2 is mutated in a new type of haemochromatosis mapping to 7q22,"Camaschella, C; Roetto, A; Cali, A; De Gobbi, M; Garozzo, G; Carella, M; Majorano, N; Totaro, A; Gasparini, P",,,,NATURE GENETICS,May-00,2000,25,1,14,15,,10.1038/75534,574,28.7,0,0,0,10,47,66,42,40,55,33,33,24,32,36,24,31,16,14,16,12,20
Exome sequencing identifies recurrent mutations of the splicing factor SF3B1 gene in chronic lymphocytic leukemia,"Quesada, Victor; Conde, Laura; Villamor, Neus; Ordonez, Gonzalo R.; Jares, Pedro; Bassaganyas, Laia; Ramsay, Andrew J.; Bea, Silvia; Pinyol, Magda; Martinez-Trillos, Alejandra; Lopez-Guerra, Monica; Colomer, Dolors; Navarro, Alba; Baumann, Tycho; Aymerich, Marta; Rozman, Maria; Delgado, Julio; Gine, Eva; Hernandez, Jesus M.; Gonzalez-Diaz, Marcos; Puente, Diana A.; Velasco, Gloria; Freije, Jose M. P.; Tubio, Jose M. C.; Royo, Romina; Gelpi, Josep L.; Orozco, Modesto; Pisano, David G.; Zamora, Jorge; Vazquez, Miguel; Valencia, Alfonso; Himmelbauer, Heinz; Bayes, Monica; Heath, Simon; Gut, Marta; Gut, Ivo; Estivill, Xavier; Lopez-Guillermo, Armando; Puente, Xose S.; Campo, Elias; Lopez-Otin, Carlos",,,,NATURE GENETICS,Jan-12,2012,44,1,47,52,,10.1038/ng.1032,573,71.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,118,81,80,102,68
Identification of Cd36 (Fat) as an insulin-resistance gene causing defective fatty acid and glucose metabolism in hypertensive rats,"Aitman, TJ; Glazier, AM; Wallace, CA; Cooper, LD; Norsworthy, PJ; Wahid, FN; Al-Majali, KM; Trembling, PM; Mann, CJ; Shoulders, CC; Graf, D; St Lezin, E; Kurtz, TW; Kren, V; Pravenec, M; Ibrahimi, A; Abumrad, NA; Stanton, LW; Scott, J",,,,NATURE GENETICS,Jan-99,1999,21,1,76,83,,10.1038/5013,573,27.29,0,0,13,53,47,60,45,48,44,39,38,34,17,28,17,18,12,13,6,13,11
Insulin expression in human thymus is modulated by INS VNTR alleles at the IDDM2 locus,"Vafiadis, P; Bennett, ST; Todd, JA; Nadeau, J; Grabs, R; Goodyer, CG; Wickramasinghe, S; Colle, E; Polychronakos, C",,,,NATURE GENETICS,Mar-97,1997,15,3,289,292,,10.1038/ng0397-289,572,24.87,15,43,23,25,30,29,31,42,33,33,24,33,33,34,33,21,19,14,7,23,13
Renal and intestinal absorptive defects in mice lacking the NHE3 Na+/H+ exchanger,"Schultheis, PJ; Clarke, LL; Meneton, P; Miller, ML; Soleimani, M; Gawenis, LR; Riddle, TM; Duffy, JJ; Doetschman, T; Wang, T; Giebisch, G; Aronson, PS; Lorenz, JN; Shull, GE",,,,NATURE GENETICS,Jul-98,1998,19,3,282,285,,,571,25.95,0,5,23,30,44,44,21,26,26,41,23,21,28,26,28,22,22,23,27,23,26
A genome-wide search for asthma susceptibility loci in ethnically diverse populations,"Marsh, DG; Maestri, NE; Freidhoff, LR; Barnes, KC; Togias, A; Ehrlich, E; Beaty, T; Duffy, D; Rosenthal, R; Imani, F; Dunston, G; FurbertHarris, P; Malveaux, F; Ober, C; Cox, NJ; Lester, LA; Peterson, R; Gidley, H; Pluzhnikov, A; Anderson, J; Solway, J; Leff, A; Wolf, R; Wylam, M; Kurtz, B; Richardson, A; Parry, R; Blumenthal, MN; King, RA; Oetting, W; Drury, D; Rosenberg, A; Daniels, L; McEvoy, C; Lou, J; Hamra, M; Brott, M; Rich, SS; Spray, BJ; Weber, JL; Yuan, B; Wang, ZY; Bleecker, ER; Amelung, P; Rechstiner, B; Meyers, DA; Samet, J; Wiesch, D; Xu, JF; Murphy, S; BanksSchlegel, S",,,,NATURE GENETICS,Apr-97,1997,15,4,389,392,,,571,24.83,8,48,65,70,69,39,32,43,30,27,34,20,18,14,12,7,11,6,4,5,7
Mutant GABA(A) receptor gamma 2-subunit in childhood absence epilepsy and febrile seizures,"Wallace, RH; Marini, C; Petrou, S; Harkin, LA; Bowser, DN; Panchal, RG; Williams, DA; Sutherland, GR; Mulley, JC; Scheffer, IE; Berkovic, SF",,,,NATURE GENETICS,May-01,2001,28,1,49,52,,10.1038/ng0501-49,570,30,0,0,0,0,10,47,53,47,37,47,36,21,42,34,28,21,24,25,22,16,25
"Lgr5 marks cycling, yet long-lived, hair follicle stem cells","Jaks, Viljar; Barker, Nick; Kasper, Maria; Van Es, Johan H.; Snippert, Hugo J.; Clevers, Hans; Toftgard, Rune",,,,NATURE GENETICS,Nov-08,2008,40,11,1291,1299,,10.1038/ng.239,569,47.42,0,0,0,0,0,0,0,0,0,0,0,4,26,46,55,74,69,55,65,46,51
Requirement for Wnt3 in vertebrate axis formation,"Liu, PT; Wakamiya, M; Shea, MJ; Albrecht, U; Behringer, RR; Bradley, A",,,,NATURE GENETICS,Aug-99,1999,22,4,361,365,,,569,27.1,0,0,5,19,28,22,16,35,19,30,38,27,27,29,32,32,38,42,30,27,37
